date,pearson,spearman,gerber
2017-09-01,0.3769324451978176,0.026090218458549072,0.11031390134529148
2017-09-29,0.3186689271989546,0.03489085460230245,-0.21652462498340636
2017-11-01,0.1968396287322401,0.019007940615535707,-0.5836087704595401
2017-12-01,0.11686095352875363,0.020328262439300776,0.2918658876054124
2017-12-29,0.3600444662416458,0.05744147040842839,-0.3465814654402959
2018-02-01,-0.004786715436817224,-0.018113677581213506,0.14441327521470804
2018-03-01,0.05712199189430709,0.02453278561593534,0.30166799373987535
2018-03-30,0.22470185211973845,0.027930433001275602,0.25082902395894685
2018-04-27,0.244940652786579,0.028920862426269317,0.1589307819568009
2018-06-01,0.09203554130019768,0.0007676140880278348,0.3171385511905958
2018-06-29,0.07070056303667485,0.07699074842531034,0.019802560486455796
2018-08-01,0.029315851931533236,-0.04369981366835443,-0.12663160860174663
2018-08-31,0.12088511232705508,0.07814453166137188,-0.06509609423434594
2018-09-28,0.1786438871891757,0.0894865043245053,0.6176233774850168
2018-11-01,-0.034299265909031235,-0.013105096984273628,-0.3251246775063597
2018-11-30,0.1338296728183095,0.07692732385776166,0.6406237963494862
2018-12-28,0.0843916512776919,0.1285655061412011,-0.011704248533549068
2019-02-01,0.19827102948161743,0.24794886935603042,0.5932922863187143
2019-03-01,0.07799423048394755,0.08806054254800161,-0.7630631585856597
2019-04-01,0.11845877854590386,0.1815249104751556,0.661204591898279
2019-04-30,0.030699884243554187,-0.05635190306118024,0.3012635193286687
2019-05-31,0.14450385737889354,0.04150309252782896,-0.39705798930000097
2019-07-01,0.0902207226590696,0.040226219822297314,-0.397284007835498
2019-08-01,0.022105922065087553,0.03308724623816695,-0.043908733089468334
2019-08-30,0.2515951411593403,0.03194015453045908,-0.14705197027226752
2019-09-30,0.17731528916109593,0.09761999042199174,0.025265579942924592
2019-11-01,0.28396637226817006,0.10685290664907258,0.5334659994953922
2019-11-29,-0.013241244271853117,-0.048258806818268676,-0.7745053442645887
2019-12-31,0.032986719608823406,0.02358151733806285,0.010545526714839945
2020-01-23,0.039218998301345086,0.044094926895799226,-0.6091519971136934
2020-02-28,0.16580953292280756,0.12098103719093013,0.4320848824604158
2020-04-01,0.07131661754939067,0.08806249755172817,-0.3262425734188519
2020-04-30,0.2384692864869114,0.046324550694136095,-0.22857457503126793
2020-06-01,0.08627885271896134,0.12098721722945223,-0.09298198361073087
2020-07-01,0.15151103288918083,-0.035907265065603974,0.07280048516716583
2020-07-31,0.0581351579165737,0.01099629847782861,0.032113577284543095
2020-09-01,-0.06981831610539753,-0.055034978046085974,0.021737699306131585
2020-09-30,0.20248099991334753,0.08953167691330963,-0.0819421700543945
2020-10-30,-0.003912765556071753,-0.03555677061393001,0.23811214440994663
2020-12-01,-0.00895313496260916,0.027287005545747017,-0.19103340995549706
2020-12-31,0.10978715701253511,0.1316726322811034,-0.203297066630941
2021-02-01,-0.04495729959953135,-0.048211631342162935,0.12444897439164225
2021-03-01,-0.044018014779472904,-0.07627441635289835,-0.016041065126724416
2021-04-01,0.028896519264922055,0.040943661841686164,-0.01691253927078161
2021-04-30,0.017545155802403862,-0.0022626681339445536,-0.07635998539612998
2021-06-01,0.07452115003151855,0.058615974907345894,-0.017691740290739114
2021-07-01,0.08970178763537238,0.09072461393088199,-0.017525443278499298
2021-07-30,-0.02805599654408126,-0.0216389114358962,0.3922175171018278
2021-09-01,0.06074313017523735,0.02430145594972512,-0.26986838904105287
2021-09-30,-0.09878467863096735,-0.07746675579007509,-0.2839311193308816
2021-11-01,-0.03837547523894489,-0.039894301122611664,0.49046740821191565
